Origin_airport,Destination_airport,Origin_city,Destination_city,Distance,Origin_population,Destination_population
MCO,MDW,"Orlando, FL","Chicago, IL",989,1999994,18797710
JAN,MDW,"Jackson, MS","Chicago, IL",666,530664,18797710
JAC,ORD,"Jackson, WY","Chicago, IL",1162,27512,18797710
MSN,ORD,"Madison, WI","Chicago, IL",109,547093,18797710
MEM,MDW,"Memphis, TN","Chicago, IL",480,1280666,18797710
MEM,ORD,"Memphis, TN","Chicago, IL",491,1280666,18797710
OAK,ORD,"Oakland, CA","Chicago, IL",1835,4162783,18797710
MCO,ORD,"Orlando, FL","Chicago, IL",1005,1999994,18797710
SFB,ORD,"Orlando, FL","Chicago, IL",984,1999994,18797710
OGG,ORD,"Kahului, HI","Chicago, IL",4184,140407,18797710
OAK,MDW,"Oakland, CA","Chicago, IL",1844,4162783,18797710
LNK,ORD,"Lincoln, NE","Chicago, IL",466,287388,18797710
MSN,MDW,"Madison, WI","Chicago, IL",124,547093,18797710
JAN,ORD,"Jackson, MS","Chicago, IL",677,530664,18797710
LBB,ORD,"Lubbock, TX","Chicago, IL",951,266327,18797710
LAN,MDW,"Lansing, MI","Chicago, IL",176,455947,18797710
PHL,ORD,"Philadelphia, PA","Chicago, IL",678,11761824,18797710
TVC,ORD,"Traverse City, MI","Chicago, IL",224,141103,18797710
SFO,ORD,"San Francisco, CA","Chicago, IL",1846,8325566,18797710
JAX,ORD,"Jacksonville, FL","Chicago, IL",865,1279132,18797710
OKC,ORD,"Oklahoma City, OK","Chicago, IL",693,1174737,18797710
PHL,MDW,"Philadelphia, PA","Chicago, IL",668,11761824,18797710
SFO,MDW,"San Francisco, CA","Chicago, IL",1855,8325566,18797710
MYR,ORD,"Myrtle Beach, SC","Chicago, IL",753,240735,18797710
OKC,MDW,"Oklahoma City, OK","Chicago, IL",691,1174737,18797710
ACY,MDW,"Atlantic City, NJ","Chicago, IL",710,269495,18797710
SCE,ORD,"State College, PA","Chicago, IL",528,144037,18797710
GJT,ORD,"Grand Junction, CO","Chicago, IL",1100,133651,18797710
ACY,ORD,"Atlantic City, NJ","Chicago, IL",720,269495,18797710
JAX,MDW,"Jacksonville, FL","Chicago, IL",849,1279132,18797710
SLC,ORD,"Salt Lake City, UT","Chicago, IL",1249,1072748,18797710
PBI,ORD,"West Palm Beach, FL","Chicago, IL",1144,5466743,18797710
SLC,MDW,"Salt Lake City, UT","Chicago, IL",1258,1072748,18797710
COS,ORD,"Colorado Springs, CO","Chicago, IL",911,601150,18797710
FLL,MDW,"Fort Lauderdale, FL","Chicago, IL",1166,5466743,18797710
FLL,ORD,"Fort Lauderdale, FL","Chicago, IL",1182,5466743,18797710
FXE,MDW,"Fort Lauderdale, FL","Chicago, IL",1158,5466743,18797710
PIT,ORD,"Pittsburgh, PA","Chicago, IL",412,2361482,18797710
PIT,MDW,"Pittsburgh, PA","Chicago, IL",402,2361482,18797710
RAP,ORD,"Rapid City, SD","Chicago, IL",780,119112,18797710
PVD,MDW,"Providence, RI","Chicago, IL",842,1603830,18797710
PVD,ORD,"Providence, RI","Chicago, IL",849,1603830,18797710
FWA,ORD,"Fort Wayne, IN","Chicago, IL",157,406112,18797710
CRW,ORD,"Charleston, WV","Chicago, IL",416,303509,18797710
MDT,ORD,"Harrisburg, PA","Chicago, IL",594,525594,18797710
GSP,ORD,"Greenville, SC","Chicago, IL",577,602989,18797710
CVG,ORD,"Cincinnati, OH","Chicago, IL",264,2122711,18797710
BTV,ORD,"Burlington, VT","Chicago, IL",763,205515,18797710
MHT,ORD,"Manchester, NH","Chicago, IL",843,401242,18797710
STL,ORD,"St. Louis, MO","Chicago, IL",258,2791682,18797710
BHM,ORD,"Birmingham, AL","Chicago, IL",584,1103572,18797710
MHT,MDW,"Manchester, NH","Chicago, IL",838,401242,18797710
STL,MDW,"St. Louis, MO","Chicago, IL",251,2791682,18797710
CVG,MDW,"Cincinnati, OH","Chicago, IL",249,2122711,18797710
EVV,ORD,"Evansville, IN","Chicago, IL",273,348728,18797710
DSM,ORD,"Des Moines, IA","Chicago, IL",299,533704,18797710
GSO,ORD,"Greensboro, NC","Chicago, IL",590,685582,18797710
BHM,MDW,"Birmingham, AL","Chicago, IL",570,1103572,18797710
SUS,MDW,"St. Louis, MO","Chicago, IL",264,2791682,18797710
HSV,ORD,"Huntsville, AL","Chicago, IL",510,379304,18797710
CHS,ORD,"Charleston, SC","Chicago, IL",760,617619,18797710
AEX,ORD,"Alexandria, LA","Chicago, IL",778,152167,18797710
PGV,ORD,"Greenville, NC","Chicago, IL",716,168607,18797710
ROC,ORD,"Rochester, NY","Chicago, IL",528,1031458,18797710
MKE,ORD,"Milwaukee, WI","Chicago, IL",67,1540301,18797710
LAS,MDW,"Las Vegas, NV","Chicago, IL",1521,1778129,18797710
SNA,MDW,"Santa Ana, CA","Chicago, IL",1731,12713660,18797710
BNA,MDW,"Nashville, TN","Chicago, IL",395,1489156,18797710
SNA,ORD,"Santa Ana, CA","Chicago, IL",1726,12713660,18797710
LAS,ORD,"Las Vegas, NV","Chicago, IL",1515,1778129,18797710
SAN,ORD,"San Diego, CA","Chicago, IL",1723,2947222,18797710
BNA,ORD,"Nashville, TN","Chicago, IL",409,1489156,18797710
LEX,ORD,"Lexington, KY","Chicago, IL",323,448413,18797710
MKE,MDW,"Milwaukee, WI","Chicago, IL",81,1540301,18797710
PNS,ORD,"Pensacola, FL","Chicago, IL",794,449566,18797710
MQT,ORD,"Marquette, MI","Chicago, IL",303,65129,18797710
LEX,MDW,"Lexington, KY","Chicago, IL",308,448413,18797710
RST,ORD,"Rochester, MN","Chicago, IL",268,178749,18797710
SAN,MDW,"San Diego, CA","Chicago, IL",1728,2947222,18797710
LYH,ORD,"Lynchburg, VA","Chicago, IL",564,240145,18797710
NZY,ORD,"San Diego, CA","Chicago, IL",1725,2947222,18797710
LIT,ORD,"Little Rock, AR","Chicago, IL",552,657664,18797710
DCA,ORD,"Washington, DC","Chicago, IL",612,10530024,18797710
ILN,ORD,"Wilmington, OH","Chicago, IL",272,42837,18797710
MCI,ORD,"Kansas City, MO","Chicago, IL",403,1984954,18797710
BMI,ORD,"Bloomington, IL","Chicago, IL",116,161802,18797710
BTR,ORD,"Baton Rouge, LA","Chicago, IL",810,764799,18797710
SMF,ORD,"Sacramento, CA","Chicago, IL",1781,2050618,18797710
MCI,MDW,"Kansas City, MO","Chicago, IL",405,1984954,18797710
DCA,MDW,"Washington, DC","Chicago, IL",601,10530024,18797710
LIT,MDW,"Little Rock, AR","Chicago, IL",544,657664,18797710
IAD,ORD,"Washington, DC","Chicago, IL",589,10530024,18797710
SMF,MDW,"Sacramento, CA","Chicago, IL",1790,2050618,18797710
ABQ,MDW,"Albuquerque, NM","Chicago, IL",1121,817973,18797710
ABQ,ORD,"Albuquerque, NM","Chicago, IL",1118,817973,18797710
IAD,MDW,"Washington, DC","Chicago, IL",577,10530024,18797710
BMI,MDW,"Bloomington, IL","Chicago, IL",109,161802,18797710
CHA,ORD,"Chattanooga, TN","Chicago, IL",501,510542,18797710
SBN,ORD,"South Bend, IN","Chicago, IL",84,316071,18797710
SBN,MDW,"South Bend, IN","Chicago, IL",74,316071,18797710
SUX,MDW,"Sioux City, IA","Chicago, IL",446,141371,18797710
SHV,ORD,"Shreveport, LA","Chicago, IL",733,387166,18797710
MCI,PWK,"Kansas City, MO","Chicago, IL",407,1984954,18797710
MKC,ORD,"Kansas City, MO","Chicago, IL",403,1984954,18797710
LIT,PWK,"Little Rock, AR","Chicago, IL",561,657664,18797710
SGF,ORD,"Springfield, MO","Chicago, IL",438,410795,18797710
MSP,ORD,"Minneapolis, MN","Chicago, IL",334,3167666,18797710
SAT,ORD,"San Antonio, TX","Chicago, IL",1041,1932720,18797710
MSP,MDW,"Minneapolis, MN","Chicago, IL",349,3167666,18797710
FSD,ORD,"Sioux Falls, SD","Chicago, IL",462,222072,18797710
MSY,MDW,"New Orleans, LA","Chicago, IL",825,987535,18797710
LAX,ORD,"Los Angeles, CA","Chicago, IL",1745,25427320,18797710
LAX,MDW,"Los Angeles, CA","Chicago, IL",1750,25427320,18797710
SPI,ORD,"Springfield, IL","Chicago, IL",174,205681,18797710
SPI,MDW,"Springfield, IL","Chicago, IL",168,205681,18797710
SAT,MDW,"San Antonio, TX","Chicago, IL",1036,1932720,18797710
MSY,ORD,"New Orleans, LA","Chicago, IL",837,987535,18797710
SAT,DPA,"San Antonio, TX","Chicago, IL",1027,1932720,18797710
IND,ORD,"Indianapolis, IN","Chicago, IL",177,1671898,18797710
GRR,ORD,"Grand Rapids, MI","Chicago, IL",137,770744,18797710
IND,MDW,"Indianapolis, IN","Chicago, IL",162,1671898,18797710
GRR,MDW,"Grand Rapids, MI","Chicago, IL",137,770744,18797710
IND,DPA,"Indianapolis, IN","Chicago, IL",183,1671898,18797710
CID,ORD,"Cedar Rapids, IA","Chicago, IL",196,249209,18797710
XNA,ORD,"Fayetteville, AR","Chicago, IL",522,430316,18797710
DTW,ORD,"Detroit, MI","Chicago, IL",235,8969084,18797710
MDW,ORD,"Chicago, IL","Chicago, IL",16,18797710,18797710
ELP,ORD,"El Paso, TX","Chicago, IL",1236,720756,18797710
ORD,ORD,"Chicago, IL","Chicago, IL",0,18797710,18797710
ORD,MDW,"Chicago, IL","Chicago, IL",16,18797710,18797710
DRT,DPA,"Del Rio, TX","Chicago, IL",1123,47241,18797710
DEC,ORD,"Decatur, IL","Chicago, IL",156,109025,18797710
DTW,MDW,"Detroit, MI","Chicago, IL",229,8969084,18797710
YIP,ORD,"Detroit, MI","Chicago, IL",226,8969084,18797710
DBQ,ORD,"Dubuque, IA","Chicago, IL",147,91390,18797710
YIP,PWK,"Detroit, MI","Chicago, IL",225,8969084,18797710
YIP,MDW,"Detroit, MI","Chicago, IL",220,8969084,18797710
YIP,DPA,"Detroit, MI","Chicago, IL",243,8969084,18797710
DTW,PWK,"Detroit, MI","Chicago, IL",234,8969084,18797710
DET,DPA,"Detroit, MI","Chicago, IL",271,8969084,18797710
DTW,DPA,"Detroit, MI","Chicago, IL",253,8969084,18797710
HLM,DPA,"Holland, MI","Chicago, IL",123,256851,18797710
ELP,DPA,"El Paso, TX","Chicago, IL",1219,720756,18797710
ELP,MDW,"El Paso, TX","Chicago, IL",1237,720756,18797710
ATL,ORD,"Atlanta, GA","Chicago, IL",606,5119641,18797710
ATL,MDW,"Atlanta, GA","Chicago, IL",590,5119641,18797710
BUF,ORD,"Buffalo, NY","Chicago, IL",473,1130913,18797710
BUF,MDW,"Buffalo, NY","Chicago, IL",468,1130913,18797710
BZN,ORD,"Bozeman, MT","Chicago, IL",1186,84498,18797710
HOU,MDW,"Houston, TX","Chicago, IL",937,5484883,18797710
IAH,ORD,"Houston, TX","Chicago, IL",925,5484883,18797710
EFD,ORD,"Houston, TX","Chicago, IL",944,5484883,18797710
IAH,MDW,"Houston, TX","Chicago, IL",917,5484883,18797710
IAH,ORD,"Houston, TX","Chicago, IL",925,5597674,18903872
EFD,ORD,"Houston, TX","Chicago, IL",944,5597674,18903872
HOU,MDW,"Houston, TX","Chicago, IL",937,5597674,18903872
IAH,MDW,"Houston, TX","Chicago, IL",917,5597674,18903872
IAH,DPA,"Houston, TX","Chicago, IL",913,5597674,18903872
DTW,MDW,"Detroit, MI","Chicago, IL",229,8913164,18903872
